,Name,DateTimeOriginal,GPSLatitude,GPSLongitude,picture_id,nb_judgments,mean_elo_rating,st_elo_rating,elo_reduced,mu,sigma,mu_0,sigma_0,rank_0,mu_1,sigma_1,rank_1,mu_2,sigma_2,rank_2,mu_3,sigma_3,rank_3,mu_4,sigma_4,rank_4,mu_5,sigma_5,rank_5,mu_6,sigma_6,rank_6,mu_7,sigma_7,rank_7,mu_8,sigma_8,rank_8,mu_9,sigma_9,rank_9
2093,team 5 (tai koo)_co sam wendell chen_124.jpg,2020:11:06 11:29:58,22.287879,114.212641,13617,35,999.666666666667,79.9651439217378,-0.0016828349595657,25,8.333333333333334,13,1.587989163178899,8.236032510463303,8,1.5279535235708062,3.4161394292875817,7,1.560156631735141,2.319530104794577,9,1.5518279054672772,4.3445162835981685,11,1.5231667254746617,6.430499823576015,8,1.5587371193683206,3.323788641895038,9,1.5249854656168076,4.425043603149577,8,1.515005934064816,3.4549821978055526,10,1.4869676581781743,5.539097025465477,11,1.516433185081431,6.450700444755707
2094,team 5 (tai koo)_co sam wendell chen_130.jpg,2020:11:06 11:55:49,22.285895,114.214734,13624,36,1016.66666666667,75.1184922558213,0.0841417479782758,25,8.333333333333334,8,1.6588234150305765,3.023529754908271,10,1.6074748586725076,5.177575423982477,10,1.5778845128288896,5.266346461513331,10,1.635616663051414,5.093150010845758,9,1.655091975588754,4.034724073233738,6,1.636637052784881,1.090088841645357,12,1.682333811271229,6.952998566186313,8,1.6030080484411078,3.190975854676677,7,1.6236070993286262,2.129178702014121,9,1.644027831349347,4.067916505951959
2095,team 5 (tai koo)_co sam wendell chen_134.jpg,2020:11:06 11:57:24,22.2872449722222,114.214968972222,13628,28,907.666666666667,62.3980380421945,-0.466145283799649,25,8.333333333333334,13,1.800837006412516,7.597488980762453,10,1.7664687027426598,4.700593891772021,13,1.802677154455848,7.591968536632456,9,1.7513548762171156,3.745935371348653,11,1.742191563859501,5.773425308421498,13,1.782482638553793,7.6525520843386206,11,1.9053831137181425,5.283850658845573,12,1.819146938668124,6.542559183995628,10,1.769755248454175,4.690734254637475,12,1.8610651290282665,6.416804612915201
2096,team 5 (tai koo)_co sam wendell chen_137.jpg,2020:11:06 12:01:03,22.287395,114.216179972222,13631,39,954.916666666667,74.6999553770505,-0.227603428281237,25,8.333333333333334,11,1.5278916797465183,6.416324960760445,10,1.5285254505510428,5.414423648346872,11,1.5865522958114944,6.240343112565517,9,1.5294909390250766,4.41152718292477,10,1.580358986326485,5.2589230410205445,5,1.520280236245568,0.4391592912632962,9,1.4851432113305036,4.5445703660084895,8,1.4948020905279762,3.5155937284160714,9,1.5335519229924164,4.39934423102275,9,1.478498561891467,4.564504314325599
2097,team 5 (tai koo)_co sam wendell chen_140.jpg,2020:11:06 12:02:50,22.2867649722222,114.216547,13635,36,621.083333333333,54.5201519595917,-1.91296264028611,25,8.333333333333334,19,1.9067720907179124,13.279683727846262,18,2.026237146532869,11.921288560401392,20,1.82049414476883,14.53851756569351,18,2.043421686909747,11.86973493927076,20,1.9258957437163573,14.222312768850928,19,2.128743854942745,12.613768435171764,19,1.7357109094989482,13.792867271503155,20,2.1971404526841978,13.408578641947408,20,2.045138983153613,13.864583050539162,22,2.0140063588604677,15.957980923418598
2098,team 5 (tai koo)_co sam wendell chen_141.jpg,2020:11:06 12:03:38,22.2867649722222,114.216547,13636,33,725.75,59.3343760548485,-1.38455246298253,25,8.333333333333334,18,1.812684252160863,12.56194724351741,19,1.952069499925955,13.143791500222136,17,1.8147975912234733,11.55560722632958,17,1.9287338904380569,11.21379832868583,19,1.948015303958568,13.155954088124297,18,1.8718353234390548,12.384494029682836,18,1.8651220023700317,12.404633992889906,15,1.8251349498280636,9.524595150515813,16,2.052652701647648,9.842041895057058,19,1.940225526488005,13.179323420535985
2099,team 5 (tai koo)_co sam wendell chen_142.jpg,2020:11:06 12:04:15,22.2862679722222,114.216436972222,13637,39,936.75,59.6445913115957,-0.319317933577558,25,8.333333333333334,13,1.6506016059558364,8.048195182132492,11,1.6625740213303848,6.012277936008846,8,1.5690836482384198,3.292749055284741,9,1.586586311371585,4.240241065885245,12,1.5765057422356958,7.270482773292913,11,1.5193211077914703,6.442036676625589,10,1.566993029906852,5.299020910279444,12,1.6066815717703908,7.179955284688828,10,1.5179034714449402,5.44628958566518,10,1.5909930076243202,5.227020977127039
2100,team 5 (tai koo)_co sam wendell chen_152.jpg,2020:11:06 12:16:59,22.2882369722222,114.211629972222,13648,31,1306.33333333333,64.0998274474111,1.54652532784071,25,8.333333333333334,0,2.223243726032194,-6.669731178096582,0,2.2420987461324637,-6.72629623839739,0,2.3022783744420035,-6.90683512332601,0,2.503117066692377,-7.50935120007713,0,2.14881782292483,-6.446453468774489,0,2.176948413937001,-6.530845241811004,0,2.164254203337941,-6.492762610013823,0,2.1096348703740646,-6.328904611122194,1,2.3188771349046555,-5.956631404713967,0,2.234459949294693,-6.703379847884079
2101,team 5 (tai koo)_co sam wendell chen_157.jpg,2020:11:06 12:25:35,22.286463,114.213279972222,13653,32,1164.66666666667,92.3976911688454,0.831320470025368,25,8.333333333333334,4,1.6335272968922008,-0.9005818906766025,4,1.6840434906867148,-1.052130472060144,3,1.6197816673154042,-1.8593450019462123,3,1.5401771742142565,-1.6205315226427697,3,1.6032859599605915,-1.8098578798817744,4,1.571537222055802,-0.7146116661674053,3,1.6387067169775362,-1.916120150932609,0,1.612304475883309,-4.836913427649927,3,1.6044369979193178,-1.8133109937579537,3,1.6646241595698477,-1.9938724787095428
2102,team 5 (tai koo)_co sam wendell chen_161.jpg,2020:11:06 12:27:15,22.2859109722222,114.213008972222,13658,32,1411.0,38.7157473246881,2.07493550514429,25,8.333333333333334,0,2.255791078719616,-6.767373236158848,0,2.0042343896019683,-6.0127031688059045,0,2.30349340082398,-6.910480202471941,0,1.9906196476212203,-5.971858942863661,0,2.0207941387869046,-6.062382416360714,0,1.983727390819768,-5.951182172459303,0,1.9476161335637228,-5.842848400691168,0,1.8492878510606128,-5.547863553181839,0,1.8922420668896225,-5.676726200668868,0,1.9536601455319704,-5.860980436595912
2103,team 5 (tai koo)_co sam wendell chen_162.jpg,2020:11:06 12:27:32,22.2859109722222,114.213008972222,13659,27,1295.41666666667,63.5831000035434,1.49141248291494,25,8.333333333333334,1,1.8173096202217487,-4.451928860665247,0,2.0382549895898774,-6.114764968769633,0,1.889518632896747,-5.668555898690241,1,1.9799790607145475,-4.939937182143643,2,1.9631397856268,-3.8894193568804,5,1.9179156574732976,-0.7537469724198935,1,1.8365626041274827,-4.509687812382448,2,1.9423468304812093,-3.8270404914436273,2,1.9476736952731424,-3.8430210858194274,2,1.7674545672307187,-3.3023637016921565
2104,team 5 (tai koo)_co sam wendell chen_171.jpg,2020:11:06 12:32:01,22.2852969722222,114.211637972222,13669,32,1345.91666666667,52.2884627172509,1.74636197928912,25,8.333333333333334,0,2.057570196463171,-6.172710589389514,0,2.1190443478348087,-6.357133043504426,0,1.9221010691744065,-5.766303207523219,0,2.058540910600354,-6.175622731801062,0,2.04660177816207,-6.139805334486209,0,1.9789344648423155,-5.9368033945269465,0,2.150159177709678,-6.450477533129034,0,2.1855908467616803,-6.55677254028504,0,1.9792965187722016,-5.937889556316605,0,1.989846576068848,-5.969539728206545
2105,team 5 (tai koo)_co sam wendell chen_173.jpg,2020:11:06 12:34:55,22.28528,114.211646972222,13671,31,1154.5,70.0733382055738,0.779994003758619,25,8.333333333333334,4,1.7723419851904416,-1.3170259555713244,0,1.7628511516316574,-5.288553454894972,4,1.7385213193555484,-1.215563958066645,4,1.757954945607974,-1.2738648368239218,2,1.8653390004779544,-3.5960170014338635,0,1.8713505493669689,-5.614051648100906,1,1.750685011432371,-4.252055034297114,1,1.8113988129989365,-4.43419643899681,3,1.8443318922466272,-2.5329956767398816,3,1.7680558305352103,-2.3041674916056305
2106,team 5 (tai koo)_co sam wendell chen_175.jpg,2020:11:06 12:36:48,22.285664,114.211404,13673,29,1322.33333333333,59.1904988280649,1.62730140589986,25,8.333333333333334,0,1.9006543999059493,-5.701963199717848,0,2.101569117012038,-6.304707351036114,0,1.937947642462,-5.813842927385999,2,1.9366166948772012,-3.809850084631604,0,2.0582893420291124,-6.174868026087337,0,2.0704171475243585,-6.211251442573076,0,1.9541819252625483,-5.862545775787645,0,1.8506619054667213,-5.551985716400164,0,2.029784541318606,-6.089353623955819,0,1.9734361781016927,-5.920308534305078
2107,team 5 (tai koo)_co sam wendell chen_182.jpg,2020:11:06 12:46:52,22.2849789722222,114.213637,13681,42,1272.83333333333,66.9787392771133,1.37740041440438,25,8.333333333333334,0,1.7243319014919771,-5.172995704475932,0,1.6681454793616848,-5.004436438085055,0,1.670988902095396,-5.012966706286188,0,1.5984407395324334,-4.7953222185973,0,1.7038046792236796,-5.111414037671039,0,1.698471305335468,-5.095413916006404,0,1.7136435040258051,-5.140930512077415,0,1.6739747250597723,-5.0219241751793176,0,1.680079608405683,-5.040238825217049,0,1.750024532541207,-5.25007359762362
2108,team 5 (tai koo)_co sam wendell chen_185.jpg,2020:11:06 12:47:38,22.2858489722222,114.212981972222,13684,36,996.166666666667,61.5272789956297,-0.0193526020350037,25,8.333333333333334,7,1.6423817952262458,2.0728546143212627,9,1.5761962339411582,4.271411298176526,6,1.606350586334875,1.1809482409953749,6,1.5711160037531768,1.28665198874047,6,1.5902555935351022,1.229233219394693,9,1.6859740466102486,3.9420778601692543,10,1.628407884014749,5.114776347955753,7,1.609127667400006,2.1726169977999827,7,1.667884210061078,1.9963473698167655,7,1.5735403852693526,2.2793788441919425
2109,team 5 (tai koo)_co sam wendell chen_191.jpg,2020:11:06 12:50:16,22.2846939722222,114.214476,13691,42,1223.66666666667,74.7496832870558,1.12918225786846,25,8.333333333333334,0,1.528736592647847,-4.58620977794354,0,1.5215659742181034,-4.56469792265431,0,1.5317763275174945,-4.595328982552483,0,1.552937164411602,-4.658811493234806,0,1.511418498666763,-4.534255496000289,0,1.5845732358026137,-4.753719707407841,0,1.554417557745583,-4.663252673236749,0,1.517260688884978,-4.551782066654934,0,1.4408981483002925,-4.322694444900877,0,1.5067088292293946,-4.520126487688184
2110,team 5 (tai koo)_co sam wendell chen_193.jpg,2020:11:06 12:50:51,22.2853519722222,114.214175972222,13693,19,1008.66666666667,53.0973947885707,0.0437537089487033,25,8.333333333333334,15,2.3370002016464206,7.988999395060738,10,2.346759037922491,2.9597228862325267,13,2.2671107687166767,6.19866769384997,11,2.163354413513954,4.509936759458137,11,2.1393257414311524,4.582022775706543,11,2.230093606089586,4.309719181731241,11,2.2230173017775323,4.330948094667403,10,2.154490824891631,3.5365275253251074,13,2.2236219063094382,6.329134281071685,15,2.297774660747708,8.106676017756875
2111,team 5 (tai koo)_co sam wendell chen_194.jpg,2020:11:06 12:51:11,22.285316,114.213994972222,13694,30,1064.75,72.0531685001367,0.326890690895602,25,8.333333333333334,6,1.7501586083141747,0.7495241750574761,8,1.77937076656992,2.66188770029024,6,1.7590368864296264,0.722889340711121,5,1.7860874593601483,-0.358262378080445,6,1.791964495120155,0.6241065146395348,7,1.7231246692352098,1.8306259922943704,7,1.7234181882134838,1.8297454353595484,7,1.7229741478740843,1.8310775563777464,9,1.790484562160272,3.628546313519184,6,1.7898207854400716,0.6305376436797854
2112,team 5 (tai koo)_co sam wendell chen_195.jpg,2020:11:06 12:51:29,22.285059,114.214472972222,13695,35,1120.75,70.0663646448526,0.60960696410261,25,8.333333333333334,1,1.7454049485800205,-4.236214845740061,1,1.6585178502018012,-3.975553550605404,1,1.748076185777442,-4.244228557332326,1,1.760157136971371,-4.280471410914114,1,1.705421016762799,-4.1162630502883975,1,1.804608045983392,-4.413824137950176,2,1.756362392285557,-3.2690871768566705,0,1.7746180373971816,-5.323854112191545,1,1.7930155290850256,-4.379046587255077,4,1.721860543373022,-1.1655816301190658
2113,team 5 (tai koo)_co sam wendell chen_197.jpg,2020:11:06 12:52:19,22.285156,114.213571972222,13697,24,866.666666666667,63.3508747637579,-0.673133983826208,25,8.333333333333334,14,1.9948565126684832,8.015430461994551,15,1.9545323886041883,9.136402834187434,10,2.005790796241831,3.9826276112745074,11,1.933838605729465,5.198484182811605,12,1.9644456535081016,6.106663039475695,17,2.090141360970922,10.729575917087232,13,2.0005323732264992,6.998402880320502,14,2.0095266879985525,7.9714199360043425,15,1.9114976008307372,9.265507197507787,15,2.0388393490082724,8.883481952975183
2114,team 5 (tai koo)_co sam wendell chen_199.jpg,2020:11:06 12:55:22,22.284527,114.213644972222,13699,34,1218.25,59.8059361602174,1.10183618977552,25,8.333333333333334,3,1.6745373655941709,-2.0236120967825126,2,1.6581465103816138,-2.9744395311448413,1,1.6776665808335172,-4.032999742500552,1,1.706999983561904,-4.120999950685712,1,1.6424877274289589,-3.9274631822868766,0,1.6683165525652457,-5.004949657695736,3,1.6481624685885965,-1.9444874057657888,1,1.666931238956573,-4.000793716869719,3,1.696987114957025,-2.090961344871075,0,1.6610437998447931,-4.98313139953438
2115,team 5 (tai koo)_co sam wendell chen_200.jpg,2020:11:06 12:55:36,22.284255,114.213742972222,13702,36,985.416666666667,55.7240903238827,-0.0736240294809917,25,8.333333333333334,5,1.5299995513175102,0.4100013460474692,7,1.6037397213060485,2.188780836081855,5,1.555216865573634,0.3343494032790977,5,1.6102126557162388,0.1693620328512839,7,1.5787607555146603,2.2637177334560192,6,1.56762585363277,1.29712243910169,6,1.600326731830487,1.1990198045085387,6,1.563470233919281,1.309589298242157,5,1.5572880365354962,0.3281358903935114,7,1.5575871015923612,2.327238695222916
2116,team 5 (tai koo)_co sam wendell chen_208.jpg,2020:11:06 13:01:10,22.2826629722222,114.21383,13710,27,568.083333333333,23.6353292314448,-2.18053339885702,25,8.333333333333334,26,3.1379556020803854,16.586133193758844,24,2.5938506738227294,16.218447978531813,23,2.8014598968079616,14.595620309576116,29,2.8381802818816197,20.48545915435514,24,3.38486642750793,13.84540071747621,27,2.578545703210163,19.26436289036951,27,2.628299317689127,19.11510204693262,30,3.216329361123245,20.351011916630263,27,2.943338296190832,18.169985111427504,29,2.698812574611851,20.903562276164447
2117,team 5 (tai koo)_co sam wendell chen_211.jpg,2020:11:06 13:04:19,22.2821449722222,114.213774,13714,36,1214.08333333333,54.0966447175513,1.08080075278096,25,8.333333333333334,0,1.888092453396723,-5.664277360190169,0,1.923349784182357,-5.770049352547071,0,1.9831467689582705,-5.949440306874811,0,1.7858018128314126,-5.357405438494238,0,1.7767138746610562,-5.3301416239831685,0,1.9613774487681888,-5.884132346304567,0,1.892568756386103,-5.677706269158308,0,1.9467068385021495,-5.840120515506449,0,1.8746523975309723,-5.623957192592917,0,1.870357689391164,-5.611073068173491
2118,team 5 (tai koo)_co sam wendell chen_212.jpg,2020:11:06 13:04:44,22.2824249722222,114.213712972222,13715,35,1168.16666666667,66.6494674783791,0.848990237100806,25,8.333333333333334,0,1.7562682977330162,-5.268804893199048,1,1.7352960591275073,-4.205888177382522,0,1.6486684507545943,-4.946005352263783,2,1.7597312082988172,-3.279193624896452,0,1.7252159819935515,-5.175647945980654,3,1.7967207593863537,-2.390162278159061,0,1.6848217218237564,-5.054465165471269,1,1.71810121528493,-4.15430364585479,0,1.6803319112930328,-5.0409957338790985,1,1.7399285562916085,-4.219785668874825
2119,team 5 (tai koo)_co sam wendell chen_221.jpg,2020:11:06 13:07:40,22.283802,114.213577,13725,35,1104.08333333333,68.5306279680623,0.525465216124334,25,8.333333333333334,0,1.7009090562383893,-5.102727168715168,4,1.7727083546337763,-1.3181250639013289,5,1.7699213975855648,-0.3097641927566945,0,1.6754068903255095,-5.026220670976529,5,1.6773352325429645,-0.0320056976288931,3,1.6602316805212352,-1.9806950415637048,2,1.6619635387671567,-2.98589061630147,3,1.808702490406847,-2.426107471220541,3,1.6129596032007734,-1.8388788096023203,2,1.6776535499555536,-3.032960649866661
2120,team 5 (tai koo)_co sam wendell chen_222.jpg,2020:11:06 13:07:46,22.283867,114.213558,13726,34,1090.25,66.4928225791736,0.455627565302365,25,8.333333333333334,6,1.6377992111718216,1.0866023664845352,4,1.673680831826075,-1.0210424954782251,8,1.602447733089645,3.192656800731065,4,1.6512617169181911,-0.953785150754574,6,1.7059298655043322,0.8822104034870035,5,1.648099288037316,0.055702135888052,5,1.6556097074743312,0.0331708775770067,6,1.6542381778181243,1.037285466545626,7,1.6774578211643942,1.9676265365068168,6,1.6418684240849892,1.074394727745032
2121,team 5 (tai koo)_co sam wendell chen_226.jpg,2020:11:06 13:09:43,22.2845599722222,114.213498972222,13730,34,915.75,102.365765761801,-0.425336536030185,25,8.333333333333334,12,1.6532173646137367,7.0403479061587895,12,1.6930084983021043,6.920974505093687,10,1.602887136557737,5.191338590326788,9,1.6140855508252878,4.1577433475241365,7,1.6184740335505037,2.144577899348489,11,1.57065506273601,6.28803481179197,12,1.6791422043979536,6.962573386806139,12,1.6244375105081816,7.126687468475455,10,1.6120732515553484,5.163780245333955,10,1.6997998655882012,4.900600403235396
2122,team 5 (tai koo)_co sam wendell chen_29.jpg,2020:11:06 09:45:48,22.281475,114.222284,13751,23,1231.25,48.3211322112988,1.16746675319858,25,8.333333333333334,4,2.1224697838310966,-2.36740935149329,5,2.0499055746039416,-1.1497167238118244,5,2.056546957064351,-1.169640871193053,4,2.06789631950468,-2.20368895851404,6,2.0470461844516223,-0.1411385533548674,4,2.0709695624536053,-2.212908687360816,2,1.9821306423932117,-3.9463919271796346,3,1.9250195273702195,-2.775058582110658,4,2.027087354552043,-2.08126206365613,4,2.0710620013330088,-2.2131860039990263
2123,team 5 (tai koo)_co sam wendell chen_32.jpg,2020:11:06 09:47:21,22.280974,114.222935,13755,30,1250.08333333333,78.5568217433995,1.26254692841403,25,8.333333333333334,0,1.7618025094326402,-5.28540752829792,0,1.835497014302266,-5.506491042906798,0,1.7333277712973267,-5.19998331389198,0,1.8703334910741216,-5.611000473222365,1,1.9633595498164935,-4.890078649449482,0,1.7552246824693536,-5.26567404740806,2,2.0032399405611754,-4.009719821683526,0,1.8167056443284904,-5.450116932985472,0,1.976870545360046,-5.930611636080139,0,1.7847051559990412,-5.354115467997124
2124,team 5 (tai koo)_co sam wendell chen_35.jpg,2020:11:06 09:48:45,22.2808199722222,114.223743972222,13758,32,1050.16666666667,61.1359637251762,0.253266661414611,25,8.333333333333334,5,1.8553520365588505,-0.566056109676552,6,1.7777526711127305,0.6667419866618083,3,1.881363137227045,-2.644089411681134,5,1.794457261689169,-0.3833717850675064,6,1.7613548903836924,0.7159353288489232,5,1.8576291886181844,-0.5728875658545531,2,1.7986494545934368,-3.3959483637803105,6,1.847258040503223,0.4582258784903308,4,1.8171004558806192,-1.4513013676418574,6,1.7973396277729492,0.6079811166811524
2125,team 5 (tai koo)_co sam wendell chen_4.jpg,2020:11:06 09:31:34,22.28462,114.216817,13763,32,987.333333333333,43.9179676076646,-0.0639477284634896,25,8.333333333333334,11,1.671859130157754,5.984422609526739,9,1.6617908634715295,4.014627409585411,10,1.622477615556913,5.132567153329261,10,1.637753515310965,5.086739454067105,12,1.736439651550932,6.790681045347204,9,1.6396578852137589,4.081026344358723,11,1.7058096209045976,5.882571137286207,11,1.656136991129325,6.031589026612024,9,1.7287952073143793,3.8136143780568617,9,1.634982466959013,4.095052599122961
2126,team 5 (tai koo)_co sam wendell chen_52.jpg,2020:11:06 10:15:40,22.2830419722222,114.221181972222,13777,36,1144.75,70.106574714372,0.730771081191327,25,8.333333333333334,1,1.7249977538646497,-4.174993261593949,3,1.7029814531879703,-2.1089443595639112,2,1.7626812322502798,-3.2880436967508397,3,1.821713755214102,-2.4651412656423064,3,1.712785931512138,-2.1383577945364145,3,1.6850605632868068,-2.0551816898604205,2,1.6505045577978132,-2.95151367339344,3,1.750822763622496,-2.252468290867488,1,1.6333737383323566,-3.900121214997069,1,1.6587064038007595,-3.9761192114022794
2127,team 5 (tai koo)_co sam wendell chen_67.jpg,2020:11:06 10:23:58,22.284987,114.218993972222,13793,24,921.916666666667,61.3521257442098,-0.394204089278223,25,8.333333333333334,15,2.1319593318636763,8.604122004408971,15,2.078134746809388,8.765595759571838,15,2.01516288435421,8.95451134693737,15,2.0588206480791653,8.823538055762505,17,2.196093557645624,10.411719327063128,15,2.223514476175755,8.329456571472734,17,2.0894260151011075,10.731721954696678,13,2.122178198118498,6.633465405644506,13,1.9759184754515997,7.072244573645202,14,2.0902168667760725,7.729349399671783
2128,team 5 (tai koo)_co sam wendell chen_72.jpg,2020:11:06 10:27:00,22.285854,114.216539972222,13799,39,887.416666666667,64.7139978300794,-0.568377507593255,25,8.333333333333334,10,1.6426306225011362,5.072108132496592,11,1.5741068577744537,6.277679426676639,9,1.6558162117714017,4.032551364685795,10,1.6243110487134107,5.127066853859768,13,1.6207752229067796,8.137674331279662,12,1.6415663512438765,7.075300946268371,10,1.5969590184179936,5.209122944746019,11,1.5780514782965531,6.26584556511034,13,1.689631810961355,7.931104567115935,12,1.6602359982790411,7.019292005162876
2129,team 5 (tai koo)_co sam wendell chen_73.jpg,2020:11:06 10:27:27,22.2855619722222,114.217157,13800,42,944.5,76.7433740106952,-0.280192020767659,25,8.333333333333334,5,1.4759358313732882,0.5721925058801354,2,1.4413860196408217,-2.324158058922464,5,1.5175855996948089,0.4472432009155742,5,1.4815902953161948,0.5552291140514161,4,1.4394683647627309,-0.3184050942881926,3,1.5420342833096985,-1.6261028499290946,5,1.4811535890712948,0.5565392327861156,5,1.428351911298981,0.7149442661030561,5,1.4155574449709778,0.7533276650870668,5,1.450805955045396,0.6475821348638124
2130,team 5 (tai koo)_co sam wendell chen_76.jpg,2020:11:06 10:28:47,22.2855619722222,114.217157,13803,34,1257.33333333333,71.3650453441298,1.29914858878458,25,8.333333333333334,0,2.0049368220077817,-6.014810466023345,0,1.9073285648312048,-5.721985694493615,0,1.8283228629692536,-5.484968588907762,0,1.801371373910558,-5.404114121731674,0,1.91087922450186,-5.732637673505579,0,1.8590622232529144,-5.577186669758744,1,1.878413745116485,-4.635241235349455,0,1.9118232474453376,-5.735469742336013,0,1.8789504516767208,-5.636851355030162,0,1.951042992175558,-5.8531289765266745
2131,team 5 (tai koo)_guillemot raphaele michelle_103.jpg,2020:11:06 10:23:29,22.2831248888889,114.2137885,13834,33,787.083333333333,71.0869612559579,-1.07491083042248,25,8.333333333333334,16,1.7344578596536022,10.796626421039193,16,1.86535161249176,10.40394516252472,16,1.7522930375907722,10.743120887227684,20,2.0256175601674493,13.923147319497652,14,1.7460973859808406,8.76170784205748,15,1.7913973605826683,9.625807918251994,17,1.7899727145225266,11.63008185643242,15,1.933673224401748,9.198980326794755,17,1.7420924599718184,11.773722620084545,17,1.8754387639666976,11.373683708099907
2132,team 5 (tai koo)_guillemot raphaele michelle_107.jpg,2020:11:06 10:25:00,22.2844833888889,114.213829,13838,32,906.25,70.8841885177377,-0.473297332377803,25,8.333333333333334,16,1.821099047004045,10.536702858987866,10,1.6798453186335696,4.960464044099291,11,1.709485593979431,5.871543218061708,13,1.7187680622014676,7.843695813395597,11,1.690293419263102,5.929119742210694,12,1.708088051960246,6.875735844119262,9,1.678890579816049,3.9633282605518527,11,1.654841573177478,6.035475280467566,11,1.7092800856765271,5.8721597429704175,13,1.744399315566011,7.766802053301967
2133,team 5 (tai koo)_guillemot raphaele michelle_131.jpg,2020:11:06 10:33:29,22.2834536944444,114.213232,13865,43,739.166666666667,63.7093304617054,-1.31681835586002,25,8.333333333333334,20,1.8640433843796569,14.40786984686103,16,1.730728661008025,10.807814016975923,19,1.6733404219764048,13.979978734070786,17,1.6732066481692631,11.98038005549221,18,1.6403444683146278,13.078966595056116,16,1.680445510844893,10.95866346746532,18,1.6335297437633858,13.099410768709845,16,1.664698037870086,11.005905886389742,17,1.5964372321056248,12.210688303683126,18,1.7288187000569146,12.813543899829256
2134,team 5 (tai koo)_guillemot raphaele michelle_134.jpg,2020:11:06 11:14:00,22.2844659722222,114.212974777778,13868,33,1016.41666666667,93.2713132682706,0.0828796217586017,25,8.333333333333334,5,1.5567708039678405,0.3296875880964789,7,1.6132286368305533,2.16031408950834,5,1.6048369013825885,0.1854892958522356,5,1.712957330051288,-0.1388719901538646,6,1.6395673413838516,1.081297975848445,5,1.574592883381291,0.2762213498561268,4,1.557782547369047,-0.6733476421071405,8,1.669121590921059,2.992635227236823,7,1.5977574913723631,2.2067275258829104,5,1.6507364086669265,0.0477907739992202
2135,team 5 (tai koo)_guillemot raphaele michelle_137.jpg,2020:11:06 11:15:10,22.2851507777778,114.212639777778,13871,40,1052.66666666667,69.1734753859432,0.265887923611353,25,8.333333333333334,4,1.5894149095833103,-0.7682447287499308,1,1.6606216565413934,-3.98186496962418,2,1.5944531421155888,-2.7833594263467667,5,1.6358931777635617,0.0923204667093156,4,1.5715579041374743,-0.7146737124124227,4,1.5700872498426042,-0.7102617495278123,2,1.5886087076758522,-2.7658261230275567,2,1.660467758079545,-2.981403274238636,1,1.613181226588559,-3.8395436797656775,3,1.7120433267144104,-2.136129980143231
2136,team 5 (tai koo)_guillemot raphaele michelle_141.jpg,2020:11:06 11:16:29,22.2853708888889,114.212679694444,13876,34,840.5,64.3675525259569,-0.805236528152102,25,8.333333333333334,14,1.6957457062137806,8.912762881358658,15,1.7978159940006888,9.606552017997934,15,1.751295184043112,9.746114447870664,14,1.6704559963394412,8.988632010981677,14,1.7251018414392785,8.824694475682165,15,1.6905554073332156,9.928333778000354,14,1.68547976668803,8.94356069993591,14,1.6851391631874828,8.944582510437552,13,1.695212050892106,7.914363847323682,13,1.6968890399560357,7.909332880131893
2137,team 5 (tai koo)_guillemot raphaele michelle_147.jpg,2020:11:06 11:18:35,22.28631825,114.21446625,13882,34,1108.0,52.2145921784671,0.545238526899229,25,8.333333333333334,3,1.7710129445970668,-2.3130388337912,0,1.845461058649418,-5.536383175948254,1,1.8332963803692812,-4.499889141107844,3,1.7444700974001102,-2.2334102922003307,6,1.834450760380818,0.4966477188575462,5,1.7247764887664685,-0.1743294662994046,4,1.7630380107611556,-1.289114032283467,2,1.762967180876317,-3.2889015426289507,1,1.7482787805344198,-4.244836341603259,2,1.7640099046415596,-3.292029713924679
2138,team 5 (tai koo)_guillemot raphaele michelle_153.jpg,2020:11:06 11:20:39,22.2861970833333,114.215617083333,13889,27,872.833333333333,68.2759552156252,-0.642001537074246,25,8.333333333333334,15,1.9085631564275196,9.27431053071744,15,1.9304067632035828,9.208779710389251,13,1.982140720933852,7.0535778371984446,13,1.939860071139996,7.180419786580012,15,1.952369981132086,9.142890056603742,19,2.228442188291395,12.314673435125815,16,1.9916857041486955,10.024942887553914,15,2.118173591637348,8.645479225087957,14,1.9962552058904577,8.011234382328627,15,1.9371396817581297,9.18858095472561
2139,team 5 (tai koo)_guillemot raphaele michelle_156.jpg,2020:11:06 11:21:43,22.2861565833333,114.216342583333,13892,23,737.25,47.7838409354612,-1.32649465687752,25,8.333333333333334,17,2.172404280953089,10.482787157140733,19,2.49438574466852,11.51684276599444,20,2.1473376198366823,13.557987140489953,19,2.3563637608078003,11.9309087175766,22,2.355383384448724,14.933849846653828,20,2.2911793096626174,13.126462071012147,22,2.3524163104676488,14.942751068597056,20,2.4603235476391725,12.619029357082482,22,2.339452988957369,14.981641033127891,20,2.3629904047861188,12.911028785641644
