,image,elo_reduced
982,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_119.jpg,-1.2
983,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_120.jpg,-1.3
984,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_122.jpg,-1.7
985,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_13.jpg,0.4
986,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_155.jpg,-0.6
987,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_170.jpg,0.4
988,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_172.jpg,1.5
989,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_181.jpg,-0.1
990,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_19.jpg,-0.0
991,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_2.jpg,-1.0
992,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_3.jpg,-0.4
993,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_35.jpg,1.0
994,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_53.jpg,0.2
995,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_69.jpg,-0.8
996,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_7.jpg,0.3
997,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_77.jpg,-0.6
998,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_84.jpg,-1.2
999,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_9.jpg,-0.3
1000,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_102.jpg,0.4
1001,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_111.jpg,-1.2
1002,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_123.jpg,-1.3
1003,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_127.jpg,-0.4
1004,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_133.jpg,-0.4
1005,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_142.jpg,-1.1
1006,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_158.jpg,-1.1
1007,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_16.jpg,-1.8
1008,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_168.jpg,0.4
1009,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_171.jpg,-0.0
1010,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_173.jpg,-0.6
1011,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_174.jpg,0.1
1012,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_181.jpg,-0.8
1013,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_191.jpg,-0.1
1014,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_199.jpg,-0.7
1015,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_217.jpg,-0.8
1016,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_218.jpg,-0.1
1017,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_229.jpg,-0.0
1018,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_230.jpg,-0.4
1019,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_234.jpg,0.6
1020,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_239.jpg,-0.3
1021,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_25.jpg,-2.2
1022,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_41.jpg,-0.6
1023,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_42.jpg,-0.9
1024,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_51.jpg,-0.4
1025,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_53.jpg,0.1
1026,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_56.jpg,-0.7
1027,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_63.jpg,0.3
1028,Team 2 (Tsuen Wan)_Ha Chun Ming (Rex)_66.jpg,-0.9
1029,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_102.jpg,-1.2
1030,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_107.jpg,-1.6
1031,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_110.jpg,-0.6
1032,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_121.jpg,-0.8
1033,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_129.jpg,-0.8
1034,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_130.jpg,0.6
1035,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_132.jpg,-1.1
1036,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_143.jpg,-1.2
1037,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_150.jpg,1.9
1038,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_158.jpg,-1.1
1039,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_162.jpg,-0.1
1040,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_166.jpg,-0.5
1041,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_208.jpg,-1.7
1042,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_21.jpg,-1.6
1043,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_213.jpg,-0.6
1044,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_219.jpg,-2.1
1045,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_229.jpg,-0.6
1046,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_230.jpg,-1.5
1047,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_232.jpg,-0.3
1048,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_236.jpg,-1.7
1049,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_27.jpg,-1.7
1050,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_4.jpg,-1.4
1051,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_49.jpg,0.5
1052,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_57.jpg,-1.4
1053,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_6.jpg,-1.6
1054,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_65.jpg,-1.3
1055,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_66.jpg,-1.6
1056,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_70.jpg,-0.9
1057,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_8.jpg,0.1
1058,Team 2 (Tsuen Wan)_Lee Tsz Ngai (Jason)_97.jpg,0.7
1059,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_119.jpg,0.2
1060,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_134.jpg,-0.9
1061,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_135.jpg,-0.3
1062,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_145.jpg,0.5
1063,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_15.jpg,0.2
1064,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_167.jpg,2.0
1065,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_170.jpg,1.7
1066,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_180.jpg,-0.8
1067,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_198.jpg,1.4
1068,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_200.jpg,-0.6
1069,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_202.jpg,-0.2
1070,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_230.jpg,0.1
1071,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_232.jpg,-1.2
1072,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_25.jpg,-1.1
1073,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_258.jpg,1.8
1074,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_265.jpg,-0.0
1075,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_267.jpg,1.7
1076,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_27.jpg,-0.7
1077,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_270.jpg,0.4
1078,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_272.jpg,1.7
1079,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_291.jpg,0.3
1080,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_301.jpg,-0.6
1081,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_305.jpg,-1.8
1082,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_321.jpg,1.7
1083,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_332.jpg,-0.5
1084,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_337.jpg,1.5
1085,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_342.jpg,0.5
1086,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_351.jpg,-0.6
1087,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_352.jpg,-1.2
1088,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_358.jpg,1.9
1089,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_359.jpg,2.3
1090,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_365.jpg,-1.5
1091,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_388.jpg,1.5
1092,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_391.jpg,1.4
1093,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_396.jpg,0.4
1094,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_413.jpg,-1.4
1095,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_42.jpg,0.4
1096,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_420.jpg,-0.1
1097,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_428.jpg,0.3
1098,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_430.jpg,1.5
1099,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_431.jpg,0.8
1100,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_443.jpg,0.4
1101,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_450.jpg,0.1
1102,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_456.jpg,-0.4
1103,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_457.jpg,-0.3
1104,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_472.jpg,1.2
1105,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_477.jpg,1.3
1106,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_495.jpg,-0.2
1107,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_50.jpg,0.9
1108,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_501.jpg,1.7
1109,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_519.jpg,0.4
1110,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_525.jpg,-1.6
1111,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_71.jpg,-1.1
1112,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_94.jpg,0.6
1113,Team 2 (Tsuen Wan)_Motooka Riria _ Gurung Shirish_97.jpg,1.5
1114,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_106.jpg,0.6
1115,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_129.jpg,1.1
1116,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_13.jpg,-2.0
1117,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_146.jpg,-0.4
1118,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_153.jpg,0.7
1119,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_154.jpg,2.1
1120,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_161.jpg,-0.5
1121,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_164.jpg,0.7
1122,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_174.jpg,-0.1
1123,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_175.jpg,-0.5
1124,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_18.jpg,-1.8
1125,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_181.jpg,-0.2
1126,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_185.jpg,-0.9
1127,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_186.jpg,-0.5
1128,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_195.jpg,-0.2
1129,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_197.jpg,-0.6
1130,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_198.jpg,-0.0
1131,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_217.jpg,-0.7
1132,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_220.jpg,0.1
1133,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_233.jpg,-0.0
1134,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_239.jpg,-0.9
1135,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_24.jpg,-0.4
1136,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_27.jpg,-0.3
1137,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_31.jpg,0.0
1138,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_33.jpg,-0.3
1139,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_47.jpg,-1.4
1140,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_53.jpg,-0.3
1141,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_56.jpg,-1.0
1142,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_60.jpg,-0.6
1143,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_62.jpg,-0.1
1144,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_65.jpg,-1.3
1145,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_83.jpg,-0.1
1146,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_84.jpg,0.6
1147,Team 2 (Tsuen Wan)_Yu Pak Yin (Jarvis)_92.jpg,-0.8
1148,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_101.jpg,-0.8
1149,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_108.jpg,0.5
1150,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_124.jpg,0.7
1151,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_125.jpg,0.4
1152,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_130.jpg,2.0
1153,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_131.jpg,-0.6
1154,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_132.jpg,-1.2
1155,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_133.jpg,-1.1
1156,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_138.jpg,-0.8
1157,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_146.jpg,0.9
1158,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_148.jpg,1.1
1159,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_149.jpg,1.2
1160,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_160.jpg,-1.4
1161,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_170.jpg,-0.5
1162,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_172.jpg,-1.3
1163,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_182.jpg,-0.8
1164,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_195.jpg,0.2
1165,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_208.jpg,-0.7
1166,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_210.jpg,0.4
1167,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_212.jpg,-0.2
1168,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_216.jpg,-1.5
1169,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_22.jpg,-0.3
1170,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_232.jpg,-0.1
1171,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_33.jpg,-0.4
1172,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_40.jpg,0.6
1173,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_47.jpg,-1.9
1174,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_49.jpg,-1.1
1175,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_63.jpg,-1.2
1176,Team 2 (Tsuen Wan)_Zhang Jie (Jackie)_84.jpg,-0.8
1177,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_101.jpg,0.8
1178,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_107.jpg,0.5
1179,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_108.jpg,1.6
1180,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_109.jpg,0.1
1181,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_110.jpg,1.0
1182,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_113.jpg,1.0
1183,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_122.jpg,1.8
1184,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_124.jpg,2.2
1185,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_144.jpg,0.2
1186,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_145.jpg,-0.6
1187,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_153.jpg,-0.4
1188,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_161.jpg,0.8
1189,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_174.jpg,1.7
1190,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_177.jpg,-0.3
1191,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_178.jpg,0.3
1192,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_184.jpg,0.3
1193,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_204.jpg,-0.1
1194,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_22.jpg,0.4
1195,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_228.jpg,1.4
1196,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_23.jpg,1.5
1197,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_237.jpg,1.9
1198,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_239.jpg,1.1
1199,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_25.jpg,-0.1
1200,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_50.jpg,0.9
1201,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_59.jpg,1.1
1202,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_61.jpg,-0.1
1203,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_64.jpg,-0.6
1204,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_71.jpg,0.7
1205,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_72.jpg,1.3
1206,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_75.jpg,-0.6
1207,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_82.jpg,-0.3
1208,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_83.jpg,-1.1
1209,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_9.jpg,-0.7
1210,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_96.jpg,0.8
1211,Team 3 (Sheung Wan)_Chan Man Tik (Jacob)_99.jpg,0.3
1212,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_105.jpg,-0.4
1213,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_111.jpg,-0.4
1214,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_131.jpg,-1.2
1215,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_137.jpg,-0.0
1216,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_145.jpg,-1.0
1217,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_151.jpg,-0.5
1218,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_163.jpg,-0.4
1219,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_178.jpg,1.3
1220,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_188.jpg,1.4
1221,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_191.jpg,-1.9
1222,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_192.jpg,-1.8
1223,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_2.jpg,-0.1
1224,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_204.jpg,-1.7
1225,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_207.jpg,-2.2
1226,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_213.jpg,-1.5
1227,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_226.jpg,-1.3
1228,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_239.jpg,0.3
1229,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_240.jpg,-0.4
1230,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_27.jpg,0.3
1231,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_7.jpg,-0.6
1232,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_84.jpg,0.2
1233,Team 3 (Sheung Wan)_Hou Shing Hei (Hysan)_87.jpg,0.2
1234,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_1.jpg,0.9
1235,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_107.jpg,0.2
1236,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_129.jpg,1.0
1237,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_151.jpg,0.6
1238,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_155.jpg,-1.2
1239,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_158.jpg,-1.5
1240,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_164.jpg,0.1
1241,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_172.jpg,0.1
1242,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_175.jpg,1.0
1243,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_192.jpg,-1.4
1244,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_198.jpg,1.3
1245,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_199.jpg,0.6
1246,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_204.jpg,-0.2
1247,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_212.jpg,1.5
1248,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_228.jpg,0.1
1249,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_232.jpg,-0.7
1250,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_26.jpg,1.2
1251,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_42.jpg,0.5
1252,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_48.jpg,2.2
1253,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_5.jpg,1.3
1254,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_61.jpg,0.8
1255,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_74.jpg,1.6
1256,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_77.jpg,1.8
1257,Team 3 (Sheung Wan)_Ma Wai Lam (Nicole)_88.jpg,1.3
1258,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_109.jpg,1.3
1259,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_122.jpg,-0.2
1260,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_125.jpg,-0.1
1261,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_134.jpg,0.0
1262,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_138.jpg,-0.6
1263,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_140.jpg,1.0
1264,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_144.jpg,1.0
1265,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_156.jpg,1.0
1266,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_164.jpg,0.6
1267,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_168.jpg,1.0
1268,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_174.jpg,1.1
1269,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_182.jpg,1.8
1270,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_185.jpg,1.4
1271,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_187.jpg,1.5
1272,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_19.jpg,1.1
1273,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_195.jpg,1.2
1274,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_22.jpg,0.1
1275,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_230.jpg,0.1
1276,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_29.jpg,-0.5
1277,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_44.jpg,0.4
1278,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_49.jpg,0.1
1279,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_52.jpg,0.4
1280,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_56.jpg,1.5
1281,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_67.jpg,1.5
1282,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_71.jpg,0.3
1283,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_80.jpg,1.1
1284,Team 3 (Sheung Wan)_Poon Tsz Yeung (Jay)_99.jpg,0.7
1285,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_11.jpg,1.5
1286,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_124.jpg,1.2
1287,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_126.jpg,0.3
1288,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_128.jpg,1.7
1289,Team 3 (Sheung Wan)_Wong Sum Yee (Jenny)_136.jpg,1.4
